geoid,residential_landuse,commercial_landuse,industrial_landuse,retail_landuse,forest_landuse,road_residential,road_primary,road_other,transport_point,food_point,health_point,education_point,retail_point,total_population
53061041809,0.7832676835461857,0.0657788269689251,0.0,0.012386472539044,0.0,9.533269289973347,0.6684814455998156,1.4604391614357646,0,0,1,0,3,4838
53061041810,0.5718137026740403,0.0284819049744026,0.0,0.0659976677106947,0.0,7.365067839193855,0.168058573428709,2.353616105302171,0,6,0,0,6,5694
53061041812,0.9247650028628543,0.0685367331537644,0.0903143041341407,0.0756389304891075,0.0,6.356176894706237,2.8127421653589235,5.7506791579765,0,6,0,0,17,6157
53061041813,0.9628098721866252,0.1540027657401645,0.0109270624272626,0.0268493126243923,0.0,9.55467938519369,1.3593959435378136,1.3235426350156347,0,0,0,1,15,4363
53061041814,0.9031997502321388,0.0603244257693912,0.0,0.0044870374574946,0.0,9.844795262154417,0.2399142299928582,2.1089573910226216,0,0,0,0,3,4261
53061041815,0.5303483394094489,0.0533851224265221,0.107400097144755,0.0699558086324455,0.0,8.312739484171912,0.0914676264418709,5.163536785221342,0,6,0,0,9,3267
53061041816,0.8084633275433334,0.0,0.0,0.0,0.0,14.438208946467324,0.0,4.8460282972016495,0,0,0,1,0,4882
53061041901,1.0710001150279476,0.3871189096399879,0.4037338101047453,0.0913095420526553,0.1905593193051173,13.154545271766471,6.835305361311408,17.4597561306521,0,11,2,2,26,6311
53061041904,0.8145810390452656,0.1022221534656504,0.0583625461302124,0.1102046682304732,0.0,4.768063057173392,0.0,4.954552282662078,0,5,0,4,17,6766
53061041905,1.3154500673886549,0.1975011714961964,0.0,0.0818195654771786,0.0,12.102515870256392,0.4692920697246956,4.417810592193892,0,5,0,0,13,6383
53061041906,0.3635508566012399,0.0067760946053142,0.4393267845238299,0.0053336461215239,0.0,4.247540339990427,0.0,3.2136217498211685,0,3,0,1,3,3408
53061041907,0.6549717148211028,0.0,0.0291561612525742,0.0,0.0,7.411156202581159,0.0,0.8281556865525317,0,0,0,1,0,3652
53061042001,0.0758961385416505,0.014674811571998,0.0,0.0,0.0,27.75433975572641,1.1479689313844732,6.205841433090315,0,6,1,1,6,5584
53061042003,0.0267140810497893,0.0,0.0,0.0,0.0,19.083944254452767,0.0,1.0902499285222724,0,0,0,2,0,2852
53061042004,1.7377427809724937,0.0315766938067231,0.0,0.0496767284800773,0.0,14.75863394405358,2.48079462390669,7.040094212037231,0,12,1,1,16,5142
53061042005,0.4270922592176351,0.1534325609206645,0.2645191744220952,0.0,0.0,32.1400782883148,0.9420692683257202,8.109989319286576,0,3,0,3,10,5062
53061042006,0.2867151463997162,0.2130300525351121,0.2390885093643154,0.0684411126140142,0.0,10.241823848410164,2.0460763842869856,7.904009888626581,0,11,3,3,26,5229
53061050101,0.7271095548511259,0.0,0.0,0.0,0.0,15.298717086430845,0.0,2.3534397612643474,0,0,0,0,0,2932
53061050102,1.275611538653166,0.0885572029486927,0.0,0.0197356767205712,0.0,10.316311400087663,0.8447643062132095,7.037927942291615,0,3,0,2,7,6029
53061050200,1.6329952639566931,0.0,0.0,0.0,0.0262965129994804,27.30659405716128,0.0,3.271726588504948,0,2,0,1,1,4088
53061050300,3.292334003400116,0.0,0.0,0.0,0.0,26.014011177507776,0.2562114376369461,7.851203544587499,0,2,1,1,4,5975
53061050402,1.987391283182548,0.0,0.0,0.0392816720228628,0.0,18.608817572040607,0.951465096624111,7.68027226678082,2,3,7,2,6,5569
53061050403,1.9074657801772568,0.0,0.0,0.0,0.0,15.883158561849823,2.574798133126776,5.4092978800309925,0,1,0,2,0,3000
53061050404,0.8797999707742,0.0,0.0,0.0,0.0,6.469592580029802,0.0,5.522705173749726,0,1,3,1,6,4124
53061050501,0.7151847772153916,0.0233405081284143,0.0131264703143203,0.0389801935323503,0.0,9.434687031938134,3.292719593011281,5.664023268791719,9,56,0,2,78,3083
53061050502,1.2923218267266725,0.0400845701712393,0.0,0.0,0.0142749295923753,18.293304070352143,1.7450343403313504,3.358085131758572,0,2,0,1,7,3963
53061050600,2.448120571486759,0.0,0.1739938994058523,0.0,0.0489234865442481,11.107928462571198,0.3935290220351958,5.2261736279476,0,0,0,0,0,1073
53061050700,2.4265021819931074,0.1309558624437513,0.0,0.0,0.0,18.96935709938255,0.903000742852064,8.625585241854822,0,8,1,5,4,6375
53061050800,2.217544075793896,0.1991657365871559,0.0,0.0072766076636165,0.0024463934415966,19.17356676714429,4.175199322381536,14.397647119426535,0,10,3,1,26,6939
53061050900,0.8309665872195117,0.2981653388649353,0.0,0.0181284595171704,0.0,6.909847622483993,4.783398499766235,5.730726434137848,0,15,2,1,16,3871
53061051000,0.5554774299255458,0.1766372384097397,0.0202137752749699,0.0,0.0644017921368203,12.844857562372775,0.5189430896022448,9.851786578827546,2,7,0,0,19,4332
53061051100,0.6007558184452261,0.0,0.0,0.0636263181225852,0.0,17.763037666476627,0.2428965311501748,7.806515840627008,4,8,2,2,14,3970
53061051200,0.2305926167710907,0.0,0.0,0.0,0.0,15.350246266306598,0.0,4.8954917683708725,0,1,0,6,3,4793
53061051301,0.9082501542775984,0.0,0.0,0.0,0.0,12.38896083936715,0.0,3.708737977362655,0,1,0,2,0,3573
53061051302,0.5732803611680851,0.0003445594305187,0.0,0.0,0.0,10.714898433193188,0.0,5.83943475573686,0,4,1,0,8,3783
53061051401,0.0904735163791844,0.0020554532777121,0.0,0.0534306734735298,0.0,6.759341488447978,3.957564862159038,3.578557969049955,0,9,2,1,42,4157
53061051402,0.2293370786187658,0.0069761033851688,0.0,0.1632990705465915,0.0,10.085893458902047,3.802391318576845,7.29539759090927,20,10,3,0,36,4285
53061051500,1.2504886630831122,0.004228773366561,0.0169256556638403,0.08708899811622,0.0,15.647736560074,2.104269777732293,8.840696219744808,2,27,10,9,55,6124
53061051601,0.6516328256523138,0.1646301542008769,0.0240044386986222,0.021417316756106,0.0974461976426517,17.436208701244887,1.230138082742821,5.610280023137006,1,10,1,6,25,5184
53061051602,0.969861395588038,0.051466378730802,0.0583445229303748,0.0,0.0148195997439724,19.103528493374128,0.4946125812584499,2.4413574766511488,0,1,1,1,9,3921
53061051701,1.498591931681963,0.2187792422974472,0.0,0.1047417631712757,0.0,12.320307364882854,3.803274456214986,6.004960676685373,0,11,2,3,51,6955
53061051702,1.4902959386044834,0.0957622477037461,0.0058052047865482,0.0647650566574069,0.0,15.075515098601734,0.6845087335864972,6.716386315618209,0,11,2,1,14,4355
53061051802,1.123864216436423,0.0161759144817195,0.0,0.659923681448144,0.0,21.370412704400582,2.4253676671488886,18.082496169117963,0,53,4,1,199,6561
53061051803,0.8125987981215788,0.1510392632625807,0.0645075174282801,0.0029759914192768,0.0542296128735013,7.726336143076719,1.2802838465479565,3.568710349861844,1,4,0,0,11,8365
53061051804,0.2992893613632374,0.1754141832686702,0.0,0.0,0.0,15.02206272931575,0.0,7.119526042312222,5,3,0,2,3,6690
53061051913,1.1950989459078032,0.0,0.0,0.0,0.0,18.33828796526461,0.0,11.229337568492506,0,0,0,2,0,4595
53061051914,1.467676517314735,0.0,0.0,0.0,0.0,20.63579757759232,0.0,8.99689899996302,0,2,0,1,1,4414
53061051916,0.7101988700117174,0.0097109428929771,0.0,0.102214967848368,0.0,18.72980851058465,0.7056834649851516,6.343570524554831,0,11,1,2,11,4201
53061051917,1.4101869743482376,0.0,0.0,0.0,0.0,17.528476521276414,0.0,7.677929790145983,0,0,0,3,0,4442
53061051922,0.1243357023511083,0.0,0.0,0.0207886476194786,0.3024915034607282,22.41156244839242,4.069743527349607,4.446941006201974,0,4,1,1,4,5467
53061051927,0.7442963487429625,0.0,0.0,0.0,0.002785788125248,28.61697248652409,0.5579910762454948,6.90789161763239,0,0,0,1,0,5397
53061051928,0.0557944858005509,0.0029828084392445,0.0,0.1056996470464941,0.0,14.595417202174229,0.0,4.275378662230769,0,5,1,3,17,5570
53061051929,0.0303623390061427,0.0,0.0,0.0325692194874964,0.0,10.912930994429312,1.3966388899742372,5.5272848368795096,0,2,0,3,10,4235
53061051930,0.0304242416871828,0.0,0.0,0.1012465198427615,0.0,15.81716096320885,2.6453568704011934,5.37856974695193,0,3,1,2,29,5512
53061051931,0.0,0.0,0.0,0.0,0.0,15.01822212065547,0.0855941172972858,4.861743719213921,0,0,0,2,0,4014
53061051932,0.3115805445497567,0.0,0.0,0.0,0.0,16.439182870537877,0.0,4.472928758593207,0,0,0,0,0,3790
53061052203,1.6022633700745783,0.1218044278037785,0.0854446998799427,0.4600502322714854,0.0,52.32113109869116,0.1893690247386879,19.222305560865376,0,26,2,1,65,5920
53061052206,0.1056390803271127,0.0,0.0,0.0,12.548074035428815,73.43569658371224,0.0,30.02823702579789,0,0,0,2,0,5292
53061052207,0.3971656602456634,0.0,0.0,0.0,0.0940993607327125,53.56258076473775,0.0,47.07435130900128,0,1,0,0,3,6477
53061052208,1.0030618419207844,0.051133652086861,0.0,0.0589519058721405,0.0,13.42329229144325,0.2104707058699159,4.346419281351496,0,6,1,3,8,4037
53061052210,0.2215588940561374,0.0435177078373758,0.0225712703993583,0.0582114117730976,0.0,11.84767760656502,1.604818558800405,2.883917230460256,0,4,0,3,23,2253
53061053400,0.0,0.0,0.0,0.0,0.159076762070991,53.39171640383737,0.0684653503098489,120.66369268820569,0,0,0,1,2,6089
53061053506,0.2170729133984396,0.0,0.0186556225190439,0.0,0.8227309314895699,75.29393278430663,0.0,125.04778260947124,0,0,0,2,0,5362
53061053508,0.5149028184697555,0.0383792221819289,0.1655654819356751,0.0369970449951332,0.2347953855102836,22.126986850059826,10.321606517408936,6.512497523301764,0,9,2,0,16,3934
53061053510,0.0,0.0149670025570908,0.0,0.0517570858726821,0.2374225187678431,18.675758488725247,0.8801354125215706,7.598226809267116,0,14,1,5,24,3704
53061053700,0.4436641272881591,0.0388769827982126,0.5173507214264813,0.0,0.0,40.1661203835286,0.0,280.2318410829033,0,7,1,4,7,3105
53061053802,0.4002898128025519,0.0110740611490679,0.0013694249145476,0.0447220701369169,0.0740258073051298,44.19587077260444,0.0,23.195521269593826,0,12,3,3,24,6143
53061053803,0.8539028075042884,0.0,0.1338110388393151,0.0,0.0,64.07531885552369,0.0,72.1010121771078,0,11,0,1,28,4541
53075000100,5.691592727620389e-06,0.0,0.0,0.0,0.0,12.719199026581473,0.5005415933742172,4.697909063701749,0,14,2,1,10,6214
53075000202,0.0,0.0,0.0277065869459004,0.0,0.0,12.997752179395354,1.268608323236822,3.981955647677388,3,1,0,1,2,2440
53075000400,0.0503303842795369,0.0702754676241937,0.0,0.0,0.0,93.42826277585732,4.499806252695877,17.986437330276676,0,24,2,6,43,4467
53075000500,0.0,0.0,0.0,0.0,0.0,5.148089219407441,1.0599020053834474,1.1738846662891838,0,1,0,1,0,4033
53075000601,0.1715999970202791,0.0,0.0,0.0,0.0,4.244295984665283,0.513615731906935,3.732970392446904,0,1,0,1,1,4670
53075000602,0.4189563247728613,0.0179905264086151,0.1680198604587947,0.0,0.0,23.39607209465681,8.134972234157937,52.39504033451972,0,4,0,1,18,4379
53075000800,0.0,0.0,0.024975633181686,0.0,0.0,145.1399691318891,13.953753533599226,126.06066266168943,1,4,1,4,11,3686
53049950200,1.4445025969757304,0.0,0.0821709437787918,0.0,0.0,153.02068320979848,0.0,303.4419265081108,20,7,0,5,13,4988
53049950302,0.645861782465218,0.0,0.0,0.0,0.0,23.77349757205294,0.0,1.0270404565112856,17,7,1,3,14,1467
53049950502,0.0257873218567917,0.0,0.0776210145885515,0.0,0.0,18.706892076855244,0.0,19.05718313428864,26,7,2,1,24,955
53063000201,0.8472311805642844,0.0191126533405642,0.0206690241792006,0.03856924060734,0.0,12.981923228656935,2.700560248826924,2.318625279526427,0,4,1,1,9,2774
53063000202,0.4246276931180126,0.0014572035873005,0.0011277134499835,0.0607186537763745,0.0,8.00204079129663,1.3266260218758148,0.8993471042827981,0,5,2,1,23,1383
53063000301,0.778178500258049,0.0012010659621023,0.0,0.0029733258978344,0.0,14.536627669431208,0.6585315577144675,0.67315249721522,0,0,0,1,0,2564
53063000302,0.7793376596885415,0.0,0.0,0.0110096248987954,0.0,12.25286061222235,2.313131486565905,0.6032925709332708,0,1,0,1,7,2760
53063000400,0.997212233969346,0.0700794040286444,0.0,0.3035889252143056,0.0,17.560882054124036,4.147753739252342,5.534071549055391,0,19,10,3,81,3853
53063000500,1.1606986291773822,0.0329069605899393,0.0,0.0665905532171291,0.0,20.317582583931475,3.368181734538937,4.427770891726862,0,5,0,3,25,3522
53063000600,1.091167421233937,0.0218108626909856,0.0,0.0150345161925988,0.0,16.06984926797636,3.939954256273654,0.9228231665901891,0,1,0,2,2,3246
53063000700,1.99706698886022,0.0021795264776628,0.0,0.016000814695635,0.0,23.77716263582237,1.812935562649046,7.10789408519902,0,0,0,0,4,5244
53063001100,1.4280538656811557,0.0277344538596152,0.0,0.1283808975696088,0.0,23.348848537617283,0.0148916791955989,7.012800773704591,0,4,2,5,18,3444
53063001200,0.8108282500166553,0.0430748405407509,0.0,0.0178382134600306,0.0,14.345658615272155,3.1061034501194764,1.1006257865896676,0,1,2,2,12,2476
53063001300,1.043204887959205,0.0247501323008867,0.0,0.1023462838017004,0.0,19.852874560089703,2.5869996969868394,4.189766629728056,0,17,1,2,52,3424
53063001400,1.5616144995152896,0.1982868430460959,0.0471409582316998,0.2114278980309073,0.0,32.88505473380531,4.019612566712125,5.464406466684534,0,7,1,1,48,6202
53063001500,1.574186070797359,0.0076079647992835,0.0676615443643984,0.0272712853715533,0.0,25.743326767794503,3.412205249139165,5.883164451171412,0,1,0,5,14,5777
53063001600,0.9137684072309364,0.1336348535921949,0.1658565809889908,0.1012784585320427,0.0,19.035443429848243,3.991153571899622,4.223430816889978,0,7,1,6,26,3344
53063001800,0.8519586448512001,0.1390420672725061,0.1846450489071856,0.0179835220416035,0.0,14.829515801514432,1.0546352695648302,7.3594723443981245,0,2,0,0,20,2903
53063001900,1.1907596764688837,0.0677837733996613,0.0038669349238955,0.1027632123377651,0.0,24.93534442154728,0.602452695707299,5.815045277166487,0,10,2,2,48,3652
53063002000,1.1538019996571232,0.1154044724091116,0.0309306558314619,0.153161832663195,0.0,26.08252782230539,5.071887763952805,3.3829816971508366,0,13,1,4,46,4072
53063002100,0.8178935628153114,0.0342137867838798,0.0256640543607113,0.0576891666225977,0.0,15.83033056114459,1.5802186152834217,3.176358033805452,0,4,2,2,12,2606
53063002400,0.3002268744691571,0.7603558976289456,0.0049828361446409,0.2409277935868066,0.0,13.25277651229515,1.860195530575786,15.169422007559954,0,22,6,3,63,2977
53063002501,0.6692758664260603,0.1166893726207813,0.0196220144974211,0.1753549787515827,0.0,12.231496307309012,4.446262310312423,2.6041739517545186,0,10,3,3,44,3268
53063002502,0.5024669395764255,0.070847528684485,0.0118969966398709,0.0724233703157337,0.0,9.187960196619663,3.705146800617532,2.3858819625902017,0,8,1,2,19,2592
53063002503,0.0577119602336457,0.0499717434510255,0.0,0.1086408656206769,0.0,4.846290433613969,1.5643899931207166,2.835581971337528,0,13,0,3,8,3205
53063002600,1.6557306204112372,0.0242723330824863,0.0069275223202757,0.0249076543440033,0.0,29.677174339761898,2.734280972710162,0.9463522621464951,0,3,0,1,6,4857
53063002900,1.3210866726518646,0.0008661696594729,0.0,0.0240926806966375,0.0,17.225964626672315,2.5569302038242903,3.203913307782416,0,3,0,1,2,3246
53063003000,0.8542423252914909,0.0234734938863734,0.0075778939431595,0.043442168100069,0.0,14.270217276798713,0.3276063268330395,5.166800309611346,0,0,0,0,4,2557
53063003100,1.7910674470315138,0.0300083096206918,0.0,0.0311344303803692,0.0,24.852259949069747,0.0,6.518849709851441,0,3,1,2,6,5004
53063003200,0.3080891253213275,0.1495256229300449,0.0,0.0192809869073254,0.0,4.042466210295568,0.0,14.693070709581267,0,2,7,2,0,2865
53063003500,0.0322420569895865,0.3139771470060295,0.0041241627990044,0.1980352480382848,0.0,0.2900075049066233,1.5635994422983903,22.0713870537694,4,67,1,2,87,2671
53063003602,0.266585559119488,0.0734030042162574,0.0,0.0828555420111009,0.0,8.065072397573573,1.2991656382839485,6.0119783918244485,0,12,0,0,19,2337
53063003900,1.3834906736218051,0.0401766601518136,0.0,0.0564089742327145,0.2511555037710704,25.05431137017699,0.892698703750304,6.619075123605345,0,3,0,0,5,2153
53063004001,0.6928682613275324,0.0119512499040281,0.0,0.0222543458926303,0.0,12.09434053032774,0.0,2.0431302886817875,0,3,1,0,5,2794
53063004002,0.5899868040904235,0.0197226097371572,0.0,0.001800778206534,0.0,9.767144951634217,0.1939078298362474,1.946260447769403,0,0,0,0,0,2301
53063004100,0.8788453531306096,0.0119019131186889,0.0,0.0241233916817913,0.0,12.143837301276966,0.0,3.5826736490671927,0,5,1,1,4,2221
53063004200,1.7690385591030344,0.014449208228609,0.0,0.0016363394139924,0.0,34.90923776656238,0.0,6.716971929517809,0,2,1,2,1,4726
53063004300,1.6170467077504198,0.0153628895778555,0.0,0.0296322278481117,0.0,25.37772235020941,0.0,6.57179872001702,0,1,0,4,7,3441
53063004400,1.6950388325637218,0.0296410292290304,0.0,0.0564821065529437,0.0,23.03063860450102,1.286582805465633,5.068525898433305,0,5,1,1,5,4790
53063004500,2.1708657231404853,0.0292397898024796,0.0,0.024427683039084,0.0,27.62529340592509,0.6324580017964774,4.489682890145108,0,1,1,1,1,3605
53063004601,1.5771782972066566,0.0290041537165435,0.0,0.1089406142707921,0.0,22.71489442798445,1.09190734174933,2.66747120219315,0,4,1,1,17,3876
53063004602,1.4598957752270345,0.0145538467797542,0.0,0.0,0.0,19.71377315741909,1.2142044483725685,1.385478576219917,0,0,0,4,1,3145
53063004701,1.0827530858346883,0.0151670102540697,0.0,0.0248873459452686,0.0,15.952939532162546,0.9918214458352442,3.083205770441546,0,1,0,1,3,3375
53063004702,1.3259056087108556,0.0842543436984849,0.0,0.0900498074138766,0.0,18.262382465711955,1.016623598376772,4.7682525528911865,0,5,3,2,8,3745
53063004800,1.6231817768768535,0.0136833799021331,0.0,0.0941969120436863,0.0,17.624777608131108,1.0175114355698431,4.679767929107368,0,0,0,2,4,4083
53063004900,2.5179785795343803,0.0373454061775506,0.0,0.0628919571441968,0.0,33.62848215737338,2.3255217377972324,5.556438682626601,0,7,1,0,8,5708
53063005000,1.967598411707208,0.1410365405253809,0.0,0.1620872481994404,0.0,23.107565007534863,1.7467053043570218,15.006244326501363,0,7,1,4,12,4395
53063010101,0.5057175476422816,0.0,0.0,0.0,25.00620191544911,57.80464578285056,5.232892033227531,51.40261374690323,0,1,0,2,2,3618
53063010102,0.0,0.0,0.0,0.0,4.390352541702419,59.36004838554455,0.6568237438260055,125.21167558828918,0,0,0,0,1,2820
53063010201,0.206065858399956,0.0293454387888739,0.0,0.0076911075568649,19.57048013018488,72.68765931864537,0.0,171.1050725450317,0,0,0,0,0,4332
53063010304,0.4127877001088841,0.068975765422637,0.0414465147494707,0.0197540096360274,58.81523794923549,91.30653428161575,4.230506142392975,162.10824924790356,0,5,1,6,10,5700
53063010403,0.7158343072588654,0.0138472170664231,0.0123938984945836,0.0306397591099933,0.3273839812865606,12.284533122421315,13.2559388619149,192.43376532109457,0,0,0,1,0,3351
53063011301,3.0743481271569406,0.0090085765999373,0.0125477924223349,0.0,0.0,32.885962956766654,5.539020884352694,6.468040341455371,0,0,0,2,0,3774
53063011302,2.205391383900769,0.0,0.0063617133813649,0.0071115037312658,0.0218032968710718,29.19771445944517,3.3005538812992774,9.558501208943762,0,0,0,0,1,5209
53063011500,0.8912994322530099,0.0,0.0053675733297825,0.0067623456469772,0.0,13.484577721896391,0.0,0.916955075577746,0,0,0,2,2,1641
53063011600,0.4796190490534666,0.0449262002667373,0.5093181369537665,0.1261783475526683,0.0,13.727419371629836,1.87818580180394,4.627329532937638,0,10,1,3,23,1742
53063011701,1.0981429165679977,0.2915762980217549,0.4037810404476146,0.1210688541048658,0.0,15.5890587329039,5.09577871241772,4.562673377997948,0,5,0,1,17,2249
53063011702,0.965224456711366,0.635827054323071,0.1044427585306787,0.9692576846565408,0.0,24.373985899204776,5.0100577546421485,15.809871002035509,0,22,2,1,118,7531
53063011800,1.5827241209442051,0.2562874520080878,0.0,0.0525399384300117,0.0,17.149616132224544,3.8924932918252506,6.0190928663345,0,7,4,3,32,5677
53063011900,1.9217246602955151,0.0920278442805064,0.0,0.1526081348588969,0.0,20.52328254416588,2.430538979755902,6.605753337200598,0,11,2,3,47,5189
53063012000,2.345955725223842,0.21713085972732,0.0,0.1195008498234716,0.0,24.615160091451028,4.749831622681612,3.472294043561851,0,12,1,6,29,3974
53063012100,1.560104661458402,0.115921999642326,0.0014306545481997,0.2145021756038902,0.0,18.052492840446,1.1650991070624337,5.457575660083679,0,3,1,2,18,2551
53063012200,1.1627334864169794,0.5375669546189963,2.910886850171489,0.6720246237968528,0.0,35.613767306981394,5.653768917113376,19.216172068995924,0,17,0,2,71,2303
53063012300,2.7515647290460006,0.0289052468765389,0.0,0.231728975324252,0.4762748913399607,38.84116861040283,3.988206262350855,10.23709618163676,0,4,2,2,44,6150
53063012401,3.8752919482554686,0.050257356691811,0.0,0.3182783533949615,5.264202466875331,50.4666179715225,5.1382135073129085,10.884023403484886,0,0,0,1,15,5856
53063012500,0.8192011344214781,0.0409804256477495,0.0,0.2557766792437842,0.0,15.627560573972463,3.045329274781739,4.8772392621005975,0,3,0,1,8,3729
53063012600,0.8626463107215814,0.0947109362749733,0.0131511615573872,0.0416221930898917,0.0,17.934547947004855,0.7537955976212347,5.500040779079916,0,11,1,4,30,4153
53063012701,1.8749167969926048,0.1096658279132291,0.0,0.2389460882824621,0.0,19.41976810987068,1.6124066369923131,6.430460051898783,0,10,2,4,28,3735
53063012702,1.0016402020883406,0.0052435239467134,0.0,0.0027650870938062,0.0,15.091336539304832,0.8336384674072987,5.542844487339894,0,1,0,0,0,2912
53063012801,2.118479439712794,0.0333127888250512,0.0,0.0048775062139783,0.0,27.23849478535527,1.2318948971572825,4.097280475416188,0,0,0,2,6,4322
53063012802,1.979712788141469,0.0055266959314835,0.0,0.0147930848803308,0.0,24.31749251173869,0.419597133133067,3.700501616998839,0,1,0,4,2,3675
53063013401,4.265985335601663,0.0,0.0,0.0,6.083954912869306,61.5515162470465,0.0,17.027973452827236,0,0,0,1,0,5500
53063013502,3.262230805979092,0.0,0.0,0.0,7.101426246337267,38.11069470348441,0.1652589059446867,56.88485917771321,0,0,0,0,0,2293
53063013503,1.8771280633390748,0.0,0.0,0.0,2.518631790759052,66.76054833092206,0.021238329759895,39.61263141696663,0,0,0,0,0,6078
53063014200,0.2777285246784452,0.0,0.0,0.0765760965160013,6.632892856367429,42.1905650359841,0.0,343.408383206922,0,1,0,0,2,3547
53063014300,1.484202036004404,0.0430121210619194,0.2190157947558259,0.0631132895967881,5.388655025003384,80.54586433204594,16.542397989290137,702.9166814785408,0,7,1,7,21,2939
53063014400,1.648085663642765,0.5389910720658135,0.4996918062941123,0.0277964364120003,0.0,43.6041494227194,1.2384487713419687,10.928127467434374,6,1,0,1,28,4470
53063014500,0.5555025623816157,0.8164536405581507,2.6009797804370294,0.5378110404086247,0.0,19.675037194851782,14.14505789332184,54.77506164192406,0,25,4,6,137,2001
53077000902,1.1422080784327973,0.0367994932544588,0.0045407040688813,0.1914083685385746,0.0,17.95547729531684,0.0,7.793999044679788,0,1,1,2,10,4295
53077001100,2.203888760580392,0.2139700404816901,0.1901417589871438,0.1171233387566097,0.0,38.52236754030439,0.0,17.451961731669513,0,11,1,4,35,6800
53077001201,1.017829352746911,0.0187796047978942,0.0,0.0,0.0,14.508123832388254,0.0,2.658774028826679,0,0,0,3,1,4474
53077001202,1.8465970720213487,0.1346213407726109,0.4734694521673865,0.0023295249867471,0.0,26.6475089955489,0.0,4.793563847706366,0,1,0,3,6,6978
53077001300,1.2440901287221526,0.4032926000683928,1.033813837200013,0.220627295896567,0.0,21.17196570473501,0.0,17.256862977299186,0,0,0,2,14,2758
53077001400,1.0566078790701758,0.6410563926753327,1.1272460528555948,0.7859732549798094,0.0,24.88185555573791,0.0,16.43104913349817,0,25,2,2,102,3714
53077001702,1.2352755743967443,0.0031212655548266,0.8099227017332811,0.015866503848299,0.0,56.79316101935363,11.339090906480225,65.25263545111189,0,2,0,6,5,6103
53077001901,0.4412961704599873,0.1393497748108488,0.2578425785127071,0.0,0.0,17.909370819046533,0.0,10.139324607696464,0,4,1,3,14,3859
53077001902,1.2044227517703252,0.0046626302851643,0.0045927703951984,0.0,0.0,27.70787242440891,0.0,11.768781307674573,0,2,0,8,4,6729
53077002101,0.0,0.0,0.0,0.0,0.0,13.020487959678,0.0,113.22523298246034,0,0,0,0,0,2297
53077002104,0.0,0.0,0.0,0.0,0.0,43.19160740793693,0.0,42.01502620347185,0,3,0,5,5,4987
53077002701,0.1941817997342736,0.0,0.0062633117156665,0.0,0.0,32.88624142420173,10.92413323788006,151.20470096021037,0,0,0,8,3,3270
53077002803,1.1447515108597752,0.0,0.1048100220113972,0.0010908378753553,0.0,71.36467167451009,0.0,16.47520138492783,0,0,0,3,3,5483
53077940001,0.0,0.0007292138803059,0.0099795615393189,0.0,0.0,27.6286452153528,0.0,327.1754038101227,0,2,0,3,10,6289
53077940007,0.6929405240168591,0.1236587927365571,0.3105452033626333,0.0025509248871702,0.0,19.48270654124392,0.0,9.924353527895857,0,3,0,6,6,3880
53077940008,0.5154828807884212,0.1117431813568432,0.5923207801231016,0.0,0.0,9.859178871611986,0.0,8.634988229362696,0,2,1,0,5,2244
53047970301,0.0,0.0,0.1530975010947908,0.0444991367364424,0.0,105.64225393911656,0.0,318.4458858360836,22,2,0,2,4,3394
53047970900,0.0745799800156171,0.032853126649097,0.1070272331148469,0.0,0.0,203.85251995985743,53.20155782392715,518.3814972264659,81,15,0,5,39,2568
53047971000,0.0,0.0,0.0,0.0,0.0,187.6071455688369,30.460902633676305,405.21345436226784,21,12,1,0,17,4127
53053060300,1.787931354007491,0.0223321410210716,0.0,0.0,4.27614481665236e-05,34.9642013481816,0.8105903068365198,7.750089418753558,0,19,1,2,23,4896
53053060400,1.7217568535928796,0.0148693961082583,0.0,0.0,0.0,26.01621458544678,0.0,9.502331057936267,0,4,0,2,3,4325
53053060500,1.7456821078776283,0.0,0.0,0.0,0.0,23.04497407278485,0.0,7.074788953753728,0,9,0,3,10,3942
53053060600,1.6647843802909548,0.0,0.0,0.0068519855798276,0.0,24.135067347977184,2.769336701870668,5.606928786678585,0,8,0,4,7,5972
53053060700,1.7473381543948736,0.0,0.0,0.0,0.0155383662922515,26.919060208071663,0.0401425999146457,7.889149967695087,0,15,1,2,23,6960
53053060800,2.5540067580219663,0.0,0.0,0.0,0.0,38.71362616849776,0.0,7.29490830378321,0,8,1,2,13,5204
53053060903,1.3200576008875315,0.0388627374448381,0.0,0.0,0.0,15.32856570490136,0.6913074397205794,3.182981492335711,0,1,1,2,3,3296
53053060904,1.619171006158472,0.0046960066422012,0.0648062946425964,0.057932200922026,0.0,18.49881535009182,2.1979039454283544,5.002999859896237,0,3,1,2,9,5011
53053060906,1.0241099548092594,0.0103402976637321,0.0,0.1583045369517616,0.0,11.994759118850904,2.024345661253093,4.400844416753554,0,6,0,2,22,2068
53053060907,0.9801029148471564,0.0203477572477005,0.0,0.0,0.0,11.173057984383082,0.7692698154828006,2.1696714810514104,0,0,1,0,0,4022
53053060908,1.1807967904080168,0.0156558796756785,0.0,0.0,0.0,13.524463012215154,0.2362482615234605,1.7726499363526071,0,1,0,2,1,2780
53053061001,1.9781989378683027,0.0015606230145137,0.0,0.0013203932545949,0.0,24.254847454889408,0.9921994808497762,3.609320262405793,0,3,0,1,2,4220
