origin,destination,demographic_o,demographic_d,population_o,population_d,flow
53061041808,53033023700,0.8413,,4364.0,,171.0
53061041808,53033023804,0.8413,,4364.0,,171.0
53061041808,53033024300,0.8413,,4364.0,,85.0
53061041808,53033032309,0.8413,,4364.0,,601.0
53061041808,53053072800,0.8413,,4364.0,,85.0
53061041808,53061041608,0.8413,,4364.0,,107.0
53061041808,53061041806,0.8413,,4364.0,,880.0
53061041808,53061041811,0.8413,,4364.0,,987.0
53061041808,53061041903,0.8413,,4364.0,,85.0
53061041808,53061050401,0.8413,,4364.0,,85.0
53061041808,53061051400,0.8413,,4364.0,,128.0
53061041808,53061051905,0.8413,,4364.0,,343.0
53061041808,53061051923,0.8413,,4364.0,,257.0
53061041808,53061051925,0.8413,,4364.0,,257.0
53061041808,53061052003,0.8413,,4364.0,,85.0
53061041809,53033000200,0.9295,,4838.0,,87.0
53061041809,53033001200,0.9295,,4838.0,,523.0
53061041809,53033003600,0.9295,,4838.0,,87.0
53061041809,53033004100,0.9295,,4838.0,,87.0
53061041809,53033004900,0.9295,,4838.0,,87.0
53061041809,53033005301,0.9295,,4838.0,,152.0
53061041809,53033007200,0.9295,,4838.0,,261.0
53061041809,53033007300,0.9295,,4838.0,,109.0
53061041809,53033007401,0.9295,,4838.0,,87.0
53061041809,53033008100,0.9295,,4838.0,,479.0
53061041809,53033021700,0.9295,,4838.0,,261.0
53061041809,53033022801,0.9295,,4838.0,,87.0
53061041809,53033023700,0.9295,,4838.0,,261.0
53061041809,53033032210,0.9295,,4838.0,,87.0
53061041809,53061041608,0.9295,,4838.0,,87.0
53061041809,53061041806,0.9295,,4838.0,,698.0
53061041809,53061041811,0.9295,,4838.0,,1374.0
53061041809,53061041903,0.9295,,4838.0,,436.0
53061041809,53061051400,0.9295,,4838.0,,523.0
53061041809,53061051905,0.9295,,4838.0,,87.0
53061041809,53061051923,0.9295,,4838.0,,174.0
53061041809,53061051924,0.9295,,4838.0,,174.0
53061041809,53061051925,0.9295,,4838.0,,218.0
53061041809,53061052503,0.9295,,4838.0,,370.0
53061041809,53061053602,0.9295,,4838.0,,130.0
53061041810,53007960802,0.7911,,5694.0,,109.0
53061041810,53033000401,0.7911,,5694.0,,109.0
53061041810,53033001200,0.7911,,5694.0,,109.0
53061041810,53033003600,0.7911,,5694.0,,439.0
53061041810,53033005301,0.7911,,5694.0,,219.0
53061041810,53033005302,0.7911,,5694.0,,109.0
53061041810,53033005400,0.7911,,5694.0,,109.0
53061041810,53033007200,0.7911,,5694.0,,109.0
53061041810,53033007500,0.7911,,5694.0,,329.0
53061041810,53033008100,0.7911,,5694.0,,109.0
53061041810,53033022202,0.7911,,5694.0,,109.0
53061041810,53033022500,0.7911,,5694.0,,164.0
53061041810,53033022801,0.7911,,5694.0,,109.0
53061041810,53033023700,0.7911,,5694.0,,329.0
53061041810,53033023804,0.7911,,5694.0,,878.0
53061041810,53033024000,0.7911,,5694.0,,109.0
53061041810,53033032210,0.7911,,5694.0,,109.0
53061041810,53033032309,0.7911,,5694.0,,219.0
53061041810,53033032602,0.7911,,5694.0,,109.0
53061041810,53061041806,0.7911,,5694.0,,796.0
53061041810,53061041811,0.7911,,5694.0,,1702.0
53061041810,53061041903,0.7911,,5694.0,,439.0
53061041810,53061051400,0.7911,,5694.0,,439.0
53061041810,53061051905,0.7911,,5694.0,,219.0
53061041810,53061051924,0.7911,,5694.0,,219.0
53061041810,53061052503,0.7911,,5694.0,,109.0
53061041811,53011040302,,,,,62.0
53061041811,53027000400,,,,,62.0
53061041811,53033000200,,,,,62.0
53061041811,53033000401,,,,,62.0
53061041811,53033000600,,,,,125.0
53061041811,53033001200,,,,,375.0
53061041811,53033001300,,0.5432,,4998.0,125.0
53061041811,53033001900,,0.4242,,5100.0,125.0
53061041811,53033002200,,0.1402,,6147.0,62.0
53061041811,53033002800,,0.0947,,5205.0,62.0
53061041811,53033003500,,0.2196,,4370.0,62.0
53061041811,53033003600,,,,,125.0
53061041811,53033004100,,,,,62.0
53061041811,53033004200,,,,,62.0
53061041811,53033004301,,0.3518,,3870.0,266.0
53061041811,53033004400,,,,,62.0
53061041811,53033005200,,,,,62.0
53061041811,53033005301,,,,,62.0
53061041811,53033005302,,,,,313.0
53061041811,53033006300,,0.3078,,5856.0,62.0
53061041811,53033006800,,0.0711,,3323.0,62.0
53061041811,53033007100,,,,,187.0
53061041811,53033007200,,,,,125.0
53061041811,53033007300,,,,,438.0
53061041811,53033007402,,,,,62.0
53061041811,53033007500,,,,,266.0
53061041811,53033007900,,,,,62.0
53061041811,53033008001,,,,,62.0
53061041811,53033008002,,0.4483,,3936.0,62.0
53061041811,53033008100,,,,,641.0
53061041811,53033008200,,0.2914,,4509.0,187.0
53061041811,53033008300,,0.6884,,3299.0,187.0
53061041811,53033008400,,,,,250.0
53061041811,53033008500,,0.6597,,4385.0,125.0
53061041811,53033008700,,0.5587,,4599.0,125.0
53061041811,53033008800,,0.3622,,4695.0,62.0
53061041811,53033008900,,0.2994,,6509.0,187.0
53061041811,53033009000,,0.9222,,3720.0,62.0
53061041811,53033009100,,0.9486,,2813.0,266.0
53061041811,53033009200,,0.892,,2762.0,125.0
53061041811,53033009300,,0.6199,,3095.0,344.0
53061041811,53033009500,,0.3796,,7157.0,125.0
53061041811,53033010001,,0.8999,,4390.0,62.0
53061041811,53033010300,,,,,125.0
53061041811,53033010900,,0.3595,,1070.0,125.0
53061041811,53033011101,,0.8349,,5168.0,62.0
53061041811,53033011102,,0.5789,,5643.0,62.0
53061041811,53033011200,,0.959,,3793.0,62.0
53061041811,53033011300,,0.7179,,6585.0,62.0
53061041811,53033011800,,,,,78.0
53061041811,53033020300,,,,,313.0
53061041811,53033020401,,0.5172,,3821.0,62.0
53061041811,53033020600,,0.3956,,3681.0,62.0
53061041811,53033020700,,0.678,,4075.0,391.0
53061041811,53033021100,,0.4363,,4395.0,62.0
53061041811,53033021300,,0.6222,,4189.0,62.0
53061041811,53033021700,,,,,187.0
53061041811,53033021802,,0.4437,,6065.0,125.0
53061041811,53033021803,,0.3266,,5565.0,125.0
53061041811,53033021804,,0.6413,,5321.0,187.0
53061041811,53033021903,,0.5848,,6409.0,250.0
53061041811,53033021906,,0.4814,,4695.0,62.0
53061041811,53033022003,,0.3649,,5488.0,62.0
53061041811,53033022500,,,,,62.0
53061041811,53033022603,,0.2908,,6007.0,125.0
53061041811,53033022701,,0.1679,,3398.0,62.0
53061041811,53033022702,,0.0637,,4051.0,62.0
53061041811,53033022803,,0.4394,,6484.0,250.0
53061041811,53033023401,,0.5579,,4240.0,62.0
53061041811,53033023601,,0.3562,,4452.0,203.0
53061041811,53033023700,,,,,187.0
53061041811,53033023801,,0.4047,,3171.0,62.0
53061041811,53033023803,,,,,62.0
53061041811,53033023804,,,,,986.0
53061041811,53033024300,,,,,62.0
53061041811,53033024602,,0.0784,,3667.0,62.0
53061041811,53033024702,,,,,62.0
53061041811,53033024800,,0.4999,,5645.0,62.0
53061041811,53033025005,,0.1739,,5346.0,62.0
53061041811,53033025301,,,,,62.0
53061041811,53033025302,,0.9071,,4818.0,250.0
53061041811,53033032103,,0.4918,,5202.0,62.0
53061041811,53033032208,,,,,125.0
53061041811,53033032210,,,,,62.0
53061041811,53033032309,,,,,406.0
53061041811,53033032319,,0.4939,,6515.0,453.0
53061041811,53033032323,,0.3155,,6207.0,62.0
53061041811,53033032703,,0.1789,,2123.0,187.0
53061041811,53037975100,,,,,62.0
53061041811,53037975402,,0.5685,,5052.0,62.0
53061041811,53037975500,,0.3315,,6803.0,62.0
53061041811,53053940002,,0.8313,,4393.0,62.0
53061041811,53057940300,,,,,78.0
53061041811,53057951800,,0.9389,,5216.0,62.0
53061041811,53057952302,,,,,125.0
53061041811,53061040100,,0.2753,,4913.0,187.0
53061041811,53061040300,,0.5943,,3002.0,125.0
53061041811,53061040700,,0.8514,,4889.0,641.0
53061041811,53061040800,,0.5968,,2899.0,62.0
53061041811,53061040900,,0.4641,,3026.0,125.0
53061041811,53061041000,,0.525,,5238.0,187.0
53061041811,53061041100,,0.5969,,5011.0,313.0
53061041811,53061041202,,0.7839,,6294.0,453.0
53061041811,53061041301,,0.2261,,6155.0,297.0
53061041811,53061041304,,0.1511,,2906.0,219.0
53061041811,53061041400,,0.7895,,5712.0,62.0
53061041811,53061041601,,0.4458,,6572.0,532.0
53061041811,53061041605,,0.3574,,6281.0,250.0
53061041811,53061041606,,0.8232,,6230.0,62.0
53061041811,53061041701,,0.7393,,5902.0,970.0
53061041811,53061041703,,0.3482,,6142.0,125.0
53061041811,53061041704,,0.4951,,5714.0,2003.0
53061041811,53061041805,,0.7406,,6261.0,2269.0
53061041811,53061041806,,,,,688.0
53061041811,53061041808,,0.8413,,4364.0,970.0
53061041811,53061041809,,0.9295,,4838.0,391.0
53061041811,53061041810,,0.7911,,5694.0,1142.0
53061041811,53061041811,,,,,4476.0
53061041811,53061041812,,0.8988,,6157.0,313.0
53061041811,53061041901,,0.897,,6311.0,1205.0
53061041811,53061041903,,,,,313.0
53061041811,53061041904,,0.9512,,6766.0,438.0
53061041811,53061041905,,0.8433,,6383.0,1220.0
53061041811,53061042001,,0.4778,,5584.0,78.0
53061041811,53061042004,,0.355,,5142.0,438.0
53061041811,53061042005,,0.0288,,5062.0,62.0
53061041811,53061042006,,0.4833,,5229.0,1111.0
53061041811,53061050102,,0.474,,6029.0,219.0
53061041811,53061050200,,0.0696,,4088.0,62.0
53061041811,53061050300,,0.2497,,5975.0,62.0
53061041811,53061050401,,,,,125.0
53061041811,53061050402,,0.3012,,5569.0,798.0
53061041811,53061050800,,0.2285,,6939.0,250.0
53061041811,53061050900,,0.7716,,3871.0,344.0
53061041811,53061051000,,0.5327,,4332.0,125.0
53061041811,53061051100,,0.6457,,3970.0,62.0
53061041811,53061051400,,,,,813.0
53061041811,53061051500,,0.9065,,6124.0,986.0
53061041811,53061051601,,0.7912,,5184.0,939.0
53061041811,53061051602,,0.7174,,3921.0,62.0
53061041811,53061051701,,0.8452,,6955.0,829.0
53061041811,53061051702,,0.4891,,4355.0,500.0
53061041811,53061051802,,0.5314,,6561.0,5587.0
53061041811,53061051803,,0.8339,,8365.0,266.0
53061041811,53061051804,,0.4945,,6690.0,1048.0
53061041811,53061051905,,,,,766.0
53061041811,53061051918,,0.4162,,6058.0,203.0
53061041811,53061051921,,0.36,,4743.0,62.0
53061041811,53061051923,,,,,532.0
53061041811,53061051924,,,,,62.0
53061041811,53061051925,,,,,62.0
53061041811,53061051927,,0.1995,,5397.0,140.0
53061041811,53061051928,,0.6681,,5570.0,1017.0
53061041811,53061052004,,0.4246,,6656.0,62.0
53061041811,53061052005,,0.0485,,5626.0,125.0
53061041811,53061052104,,0.2583,,3592.0,62.0
53061041811,53061052114,,0.0391,,4661.0,62.0
53061041811,53061052604,,0.6544,,4955.0,219.0
53061041811,53061052605,,0.2475,,5245.0,62.0
53061041811,53061052706,,0.206,,6480.0,62.0
53061041811,53061052803,,0.3004,,6331.0,62.0
53061041811,53061052804,,,,,62.0
53061041811,53061052805,,0.7159,,4792.0,203.0
53061041811,53061052905,,0.8905,,4753.0,125.0
53061041811,53061053102,,0.3553,,4910.0,62.0
53061041811,53061053400,,0.2421,,6089.0,62.0
53061041811,53061053508,,0.2131,,3934.0,62.0
53061041811,53061053604,,0.3267,,5175.0,93.0
53061041811,53061053802,,0.4144,,6143.0,62.0
53061041811,53061940001,,0.5429,,5951.0,939.0
53061041811,53077000902,,0.8886,,4295.0,62.0
53061041811,53077001100,,0.6765,,6800.0,62.0
53061041811,53077001400,,0.8981,,3714.0,297.0
53061041812,53031950601,0.8988,,6157.0,,241.0
53061041812,53033000100,0.8988,,6157.0,,219.0
53061041812,53033000200,0.8988,,6157.0,,87.0
53061041812,53033000401,0.8988,,6157.0,,87.0
53061041812,53033000600,0.8988,,6157.0,,87.0
53061041812,53033001200,0.8988,,6157.0,,197.0
53061041812,53033004100,0.8988,,6157.0,,87.0
53061041812,53033004400,0.8988,,6157.0,,109.0
53061041812,53033004900,0.8988,,6157.0,,175.0
53061041812,53033005200,0.8988,,6157.0,,241.0
53061041812,53033005301,0.8988,,6157.0,,87.0
53061041812,53033005302,0.8988,,6157.0,,175.0
53061041812,53033007000,0.8988,,6157.0,,87.0
53061041812,53033008100,0.8988,,6157.0,,439.0
53061041812,53033008400,0.8988,,6157.0,,175.0
53061041812,53033010300,0.8988,,6157.0,,87.0
53061041812,53033020300,0.8988,,6157.0,,527.0
53061041812,53033021700,0.8988,,6157.0,,87.0
53061041812,53033023700,0.8988,,6157.0,,175.0
53061041812,53033023803,0.8988,,6157.0,,87.0
53061041812,53033023804,0.8988,,6157.0,,87.0
53061041812,53033024702,0.8988,,6157.0,,87.0
53061041812,53033025102,0.8988,,6157.0,,87.0
53061041812,53033032210,0.8988,,6157.0,,87.0
53061041812,53033032214,0.8988,,6157.0,,87.0
53061041812,53033032309,0.8988,,6157.0,,175.0
53061041812,53033032602,0.8988,,6157.0,,87.0
53061041812,53057951500,0.8988,,6157.0,,87.0
53061041812,53061041608,0.8988,,6157.0,,175.0
53061041812,53061041806,0.8988,,6157.0,,175.0
53061041812,53061041811,0.8988,,6157.0,,1297.0
53061041812,53061041903,0.8988,,6157.0,,263.0
53061041812,53061050401,0.8988,,6157.0,,87.0
53061041812,53061051300,0.8988,,6157.0,,351.0
53061041812,53061051400,0.8988,,6157.0,,1693.0
53061041812,53061051905,0.8988,,6157.0,,1275.0
53061041812,53061051915,0.8988,,6157.0,,175.0
53061041812,53061051923,0.8988,,6157.0,,87.0
53061041812,53061051925,0.8988,,6157.0,,175.0
53061041812,53061052003,0.8988,,6157.0,,87.0
53061041812,53061052115,0.8988,,6157.0,,263.0
53061041901,53009002000,0.897,,6311.0,,51.0
53061041901,53033000600,0.897,,6311.0,,51.0
53061041901,53033001200,0.897,,6311.0,,51.0
53061041901,53033004100,0.897,,6311.0,,51.0
53061041901,53033005302,0.897,,6311.0,,129.0
53061041901,53033006700,0.897,,6311.0,,103.0
53061041901,53033007200,0.897,,6311.0,,155.0
53061041901,53033007300,0.897,,6311.0,,103.0
53061041901,53033008100,0.897,,6311.0,,362.0
53061041901,53033008400,0.897,,6311.0,,51.0
53061041901,53033010100,0.897,,6311.0,,51.0
53061041901,53033010300,0.897,,6311.0,,77.0
53061041901,53033011800,0.897,,6311.0,,103.0
53061041901,53033020300,0.897,,6311.0,,103.0
53061041901,53033021700,0.897,,6311.0,,51.0
53061041901,53033022400,0.897,,6311.0,,129.0
53061041901,53033022500,0.897,,6311.0,,64.0
53061041901,53033023700,0.897,,6311.0,,207.0
53061041901,53033023804,0.897,,6311.0,,155.0
53061041901,53033032203,0.897,,6311.0,,51.0
53061041901,53033032309,0.897,,6311.0,,103.0
53061041901,53037975200,0.897,,6311.0,,51.0
53061041901,53061041806,0.897,,6311.0,,427.0
53061041901,53061041811,0.897,,6311.0,,284.0
53061041901,53061041903,0.897,,6311.0,,297.0
53061041901,53061050401,0.897,,6311.0,,51.0
53061041901,53061051300,0.897,,6311.0,,51.0
53061041901,53061051400,0.897,,6311.0,,685.0
53061041901,53061051905,0.897,,6311.0,,258.0
53061041901,53061051923,0.897,,6311.0,,103.0
53061041901,53061051924,0.897,,6311.0,,103.0
53061041901,53061051925,0.897,,6311.0,,155.0
53061041901,53061052503,0.897,,6311.0,,64.0
53061041901,53061052804,0.897,,6311.0,,129.0
53061041903,53033000401,,,,,274.0
53061041903,53033000402,,0.6253,,5374.0,182.0
53061041903,53033000600,,,,,182.0
53061041903,53033001200,,,,,731.0
53061041903,53033001300,,0.5432,,4998.0,91.0
53061041903,53033001900,,0.4242,,5100.0,182.0
53061041903,53033002900,,0.0411,,4744.0,91.0
53061041903,53033003400,,0.1234,,3735.0,91.0
53061041903,53033003500,,0.2196,,4370.0,182.0
53061041903,53033003600,,,,,274.0
53061041903,53033004100,,,,,91.0
53061041903,53033004200,,,,,91.0
53061041903,53033004301,,0.3518,,3870.0,365.0
53061041903,53033004500,,0.1565,,3504.0,182.0
53061041903,53033004600,,0.0487,,3660.0,91.0
53061041903,53033004800,,0.0218,,5452.0,182.0
53061041903,53033005100,,0.2085,,3750.0,91.0
53061041903,53033005200,,,,,182.0
53061041903,53033005302,,,,,274.0
53061041903,53033006600,,0.2032,,4386.0,91.0
53061041903,53033007100,,,,,91.0
53061041903,53033007200,,,,,91.0
53061041903,53033007600,,0.4054,,4786.0,91.0
53061041903,53033008100,,,,,685.0
53061041903,53033008200,,0.2914,,4509.0,182.0
53061041903,53033008400,,,,,91.0
53061041903,53033008500,,0.6597,,4385.0,182.0
53061041903,53033008600,,0.6227,,6757.0,91.0
53061041903,53033009300,,0.6199,,3095.0,91.0
53061041903,53033010001,,0.8999,,4390.0,91.0
53061041903,53033011401,,0.647,,4881.0,91.0
53061041903,53033011800,,,,,91.0
53061041903,53033020300,,,,,548.0
53061041903,53033020401,,0.5172,,3821.0,274.0
53061041903,53033020700,,0.678,,4075.0,182.0
53061041903,53033021400,,0.0546,,3868.0,91.0
53061041903,53033021600,,0.2989,,5112.0,91.0
53061041903,53033021700,,,,,91.0
53061041903,53033021802,,0.4437,,6065.0,91.0
53061041903,53033022006,,0.2328,,4377.0,91.0
53061041903,53033022400,,,,,91.0
53061041903,53033022500,,,,,91.0
53061041903,53033022603,,0.2908,,6007.0,91.0
53061041903,53033022701,,0.1679,,3398.0,365.0
53061041903,53033022702,,0.0637,,4051.0,274.0
53061041903,53033022703,,0.285,,3200.0,114.0
53061041903,53033022803,,0.4394,,6484.0,365.0
53061041903,53033023700,,,,,91.0
53061041903,53033023804,,,,,457.0
53061041903,53033024000,,,,,182.0
53061041903,53033026300,,0.7668,,1574.0,91.0
53061041903,53033026802,,0.8485,,5870.0,91.0
53061041903,53033032313,,0.4175,,6535.0,274.0
53061041903,53033032318,,0.0623,,7100.0,114.0
53061041903,53033032319,,0.4939,,6515.0,274.0
53061041903,53033032602,,,,,91.0
53061041903,53033032704,,0.6381,,7606.0,91.0
53061041903,53037975100,,,,,91.0
53061041903,53057952401,,0.6001,,2643.0,91.0
53061041903,53057952600,,0.5719,,4171.0,91.0
53061041903,53061040100,,0.2753,,4913.0,983.0
53061041903,53061040400,,0.7042,,4677.0,274.0
53061041903,53061040500,,0.4089,,2342.0,182.0
53061041903,53061040700,,0.8514,,4889.0,1348.0
53061041903,53061040800,,0.5968,,2899.0,548.0
53061041903,53061040900,,0.4641,,3026.0,274.0
53061041903,53061041000,,0.525,,5238.0,1303.0
53061041903,53061041100,,0.5969,,5011.0,731.0
53061041903,53061041202,,0.7839,,6294.0,2240.0
53061041903,53061041301,,0.2261,,6155.0,480.0
53061041903,53061041303,,0.5382,,4518.0,182.0
53061041903,53061041304,,0.1511,,2906.0,205.0
53061041903,53061041400,,0.7895,,5712.0,182.0
53061041903,53061041601,,0.4458,,6572.0,548.0
53061041903,53061041605,,0.3574,,6281.0,457.0
53061041903,53061041606,,0.8232,,6230.0,182.0
53061041903,53061041701,,0.7393,,5902.0,1508.0
53061041903,53061041704,,0.4951,,5714.0,1097.0
53061041903,53061041805,,0.7406,,6261.0,6401.0
53061041903,53061041806,,,,,822.0
53061041903,53061041808,,0.8413,,4364.0,685.0
53061041903,53061041809,,0.9295,,4838.0,274.0
53061041903,53061041810,,0.7911,,5694.0,502.0
53061041903,53061041811,,,,,480.0
53061041903,53061041901,,0.897,,6311.0,868.0
53061041903,53061041903,,,,,5075.0
53061041903,53061041904,,0.9512,,6766.0,3657.0
53061041903,53061041905,,0.8433,,6383.0,1920.0
53061041903,53061042001,,0.4778,,5584.0,274.0
53061041903,53061042004,,0.355,,5142.0,274.0
53061041903,53061042005,,0.0288,,5062.0,274.0
53061041903,53061042006,,0.4833,,5229.0,91.0
53061041903,53061050102,,0.474,,6029.0,91.0
53061041903,53061050200,,0.0696,,4088.0,91.0
53061041903,53061050402,,0.3012,,5569.0,731.0
53061041903,53061050800,,0.2285,,6939.0,228.0
53061041903,53061051000,,0.5327,,4332.0,91.0
53061041903,53061051100,,0.6457,,3970.0,205.0
53061041903,53061051400,,,,,640.0
53061041903,53061051500,,0.9065,,6124.0,91.0
53061041903,53061051601,,0.7912,,5184.0,91.0
53061041903,53061051701,,0.8452,,6955.0,274.0
53061041903,53061051702,,0.4891,,4355.0,274.0
53061041903,53061051802,,0.5314,,6561.0,1120.0
53061041903,53061051905,,,,,182.0
53061041903,53061051916,,0.0508,,4201.0,91.0
53061041903,53061051918,,0.4162,,6058.0,114.0
53061041903,53061051921,,0.36,,4743.0,91.0
53061041903,53061051923,,,,,182.0
53061041903,53061051924,,,,,91.0
53061041903,53061051925,,,,,182.0
53061041903,53061051928,,0.6681,,5570.0,274.0
53061041903,53061052004,,0.4246,,6656.0,182.0
53061041903,53061052107,,0.1808,,8258.0,91.0
53061041903,53061052803,,0.3004,,6331.0,182.0
53061041903,53061052805,,0.7159,,4792.0,205.0
53061041903,53061052903,,0.924,,4358.0,274.0
53061041903,53061052904,,0.4999,,5542.0,205.0
53061041903,53061052905,,0.8905,,4753.0,274.0
53061041903,53061053101,,0.6843,,4681.0,91.0
53061041903,53061053302,,0.2337,,6064.0,91.0
53061041903,53061053602,,,,,137.0
53061041903,53061940001,,0.5429,,5951.0,274.0
53061041904,53007960500,0.9512,,6766.0,,84.0
53061041904,53033000100,0.9512,,6766.0,,84.0
53061041904,53033000600,0.9512,,6766.0,,84.0
53061041904,53033001200,0.9512,,6766.0,,338.0
53061041904,53033005200,0.9512,,6766.0,,169.0
53061041904,53033005301,0.9512,,6766.0,,169.0
53061041904,53033005400,0.9512,,6766.0,,84.0
53061041904,53033006700,0.9512,,6766.0,,105.0
53061041904,53033007200,0.9512,,6766.0,,84.0
53061041904,53033007300,0.9512,,6766.0,,84.0
53061041904,53033007500,0.9512,,6766.0,,84.0
53061041904,53033008100,0.9512,,6766.0,,169.0
53061041904,53033008400,0.9512,,6766.0,,169.0
53061041904,53033010300,0.9512,,6766.0,,84.0
53061041904,53033020300,0.9512,,6766.0,,169.0
53061041904,53033022500,0.9512,,6766.0,,169.0
53061041904,53033023700,0.9512,,6766.0,,84.0
53061041904,53033023804,0.9512,,6766.0,,253.0
53061041904,53033024300,0.9512,,6766.0,,105.0
53061041904,53033032203,0.9512,,6766.0,,84.0
53061041904,53033032208,0.9512,,6766.0,,253.0
53061041904,53033032214,0.9512,,6766.0,,84.0
53061041904,53033032329,0.9512,,6766.0,,84.0
53061041904,53053071602,0.9512,,6766.0,,84.0
53061041904,53061041608,0.9512,,6766.0,,84.0
53061041904,53061041806,0.9512,,6766.0,,592.0
53061041904,53061041811,0.9512,,6766.0,,550.0
53061041904,53061041903,0.9512,,6766.0,,2581.0
53061041904,53061050401,0.9512,,6766.0,,84.0
53061041904,53061051300,0.9512,,6766.0,,84.0
53061041904,53061051400,0.9512,,6766.0,,338.0
53061041904,53061051925,0.9512,,6766.0,,169.0
53061041904,53061052804,0.9512,,6766.0,,105.0
53061041904,53073940000,0.9512,,6766.0,,84.0
53061041905,53033001200,0.8433,,6383.0,,163.0
53061041905,53033005400,0.8433,,6383.0,,163.0
53061041905,53033007200,0.8433,,6383.0,,244.0
53061041905,53033007402,0.8433,,6383.0,,81.0
53061041905,53033008001,0.8433,,6383.0,,81.0
53061041905,53033008100,0.8433,,6383.0,,102.0
53061041905,53033010300,0.8433,,6383.0,,81.0
53061041905,53033020300,0.8433,,6383.0,,81.0
53061041905,53033021700,0.8433,,6383.0,,81.0
53061041905,53033022202,0.8433,,6383.0,,163.0
53061041905,53033022400,0.8433,,6383.0,,81.0
53061041905,53033022801,0.8433,,6383.0,,81.0
53061041905,53033023803,0.8433,,6383.0,,163.0
53061041905,53033023804,0.8433,,6383.0,,244.0
53061041905,53033024000,0.8433,,6383.0,,81.0
53061041905,53033026100,0.8433,,6383.0,,81.0
53061041905,53033032208,0.8433,,6383.0,,81.0
53061041905,53033032214,0.8433,,6383.0,,81.0
53061041905,53033032309,0.8433,,6383.0,,244.0
53061041905,53057950800,0.8433,,6383.0,,102.0
53061041905,53061041608,0.8433,,6383.0,,81.0
53061041905,53061041806,0.8433,,6383.0,,673.0
53061041905,53061041811,0.8433,,6383.0,,163.0
53061041905,53061041903,0.8433,,6383.0,,530.0
53061041905,53061050401,0.8433,,6383.0,,81.0
53061041905,53061051400,0.8433,,6383.0,,694.0
53061041905,53061051905,0.8433,,6383.0,,347.0
53061041905,53061051923,0.8433,,6383.0,,81.0
53061041905,53061051924,0.8433,,6383.0,,81.0
53061041905,53061051925,0.8433,,6383.0,,183.0
53061041905,53061052115,0.8433,,6383.0,,244.0
53061041905,53061052503,0.8433,,6383.0,,81.0
53061041905,53061052804,0.8433,,6383.0,,81.0
53061042001,53033000600,0.4778,,5584.0,,89.0
53061042001,53033001200,0.4778,,5584.0,,89.0
53061042001,53033004100,0.4778,,5584.0,,179.0
53061042001,53033004900,0.4778,,5584.0,,89.0
53061042001,53033005301,0.4778,,5584.0,,89.0
53061042001,53033005302,0.4778,,5584.0,,269.0
53061042001,53033005400,0.4778,,5584.0,,89.0
53061042001,53033007100,0.4778,,5584.0,,89.0
53061042001,53033007200,0.4778,,5584.0,,359.0
53061042001,53033007300,0.4778,,5584.0,,179.0
53061042001,53033007402,0.4778,,5584.0,,89.0
53061042001,53033007500,0.4778,,5584.0,,179.0
53061042001,53033008001,0.4778,,5584.0,,179.0
53061042001,53033008100,0.4778,,5584.0,,134.0
53061042001,53033020300,0.4778,,5584.0,,89.0
53061042001,53033021700,0.4778,,5584.0,,202.0
53061042001,53033022500,0.4778,,5584.0,,89.0
53061042001,53033023700,0.4778,,5584.0,,224.0
53061042001,53033023804,0.4778,,5584.0,,269.0
53061042001,53033023900,0.4778,,5584.0,,89.0
53061042001,53033032309,0.4778,,5584.0,,89.0
53061042001,53037975100,0.4778,,5584.0,,89.0
53061042001,53061041806,0.4778,,5584.0,,202.0
53061042001,53061041811,0.4778,,5584.0,,89.0
53061042001,53061041903,0.4778,,5584.0,,449.0
53061042001,53061051400,0.4778,,5584.0,,719.0
53061042001,53061051905,0.4778,,5584.0,,742.0
53061042001,53061051923,0.4778,,5584.0,,179.0
53061042001,53061051924,0.4778,,5584.0,,89.0
53061042001,53061051925,0.4778,,5584.0,,89.0
53061042001,53061052003,0.4778,,5584.0,,89.0
53061042001,53061052115,0.4778,,5584.0,,179.0
53061042001,53061052503,0.4778,,5584.0,,89.0
53061042001,53061052804,0.4778,,5584.0,,89.0
53061042003,53011040302,0.0831,,2852.0,,89.0
53061042003,53033000100,0.0831,,2852.0,,89.0
53061042003,53033000200,0.0831,,2852.0,,200.0
53061042003,53033000600,0.0831,,2852.0,,200.0
53061042003,53033001200,0.0831,,2852.0,,267.0
53061042003,53033003600,0.0831,,2852.0,,89.0
53061042003,53033004200,0.0831,,2852.0,,89.0
53061042003,53033004900,0.0831,,2852.0,,222.0
53061042003,53033005200,0.0831,,2852.0,,89.0
53061042003,53033005302,0.0831,,2852.0,,178.0
53061042003,53033007200,0.0831,,2852.0,,178.0
53061042003,53033008100,0.0831,,2852.0,,178.0
53061042003,53033020300,0.0831,,2852.0,,178.0
53061042003,53033022400,0.0831,,2852.0,,89.0
53061042003,53033022500,0.0831,,2852.0,,89.0
53061042003,53033023700,0.0831,,2852.0,,178.0
53061042003,53033023803,0.0831,,2852.0,,200.0
53061042003,53033023804,0.0831,,2852.0,,89.0
53061042003,53057951500,0.0831,,2852.0,,89.0
53061042003,53061041903,0.0831,,2852.0,,334.0
53061042003,53061051400,0.0831,,2852.0,,890.0
53061042003,53061051905,0.0831,,2852.0,,534.0
53061042003,53061051923,0.0831,,2852.0,,178.0
53061042003,53061051925,0.0831,,2852.0,,423.0
