STATE,GEOID,LOCATION,AREA_SQMI,SVI Score
Washington,53029971600,"Census Tract 9716, Island County, Washington",8.031064844,0.3681
Washington,53029971700,"Census Tract 9717, Island County, Washington",9.828838768,0.1849
Washington,53029971800,"Census Tract 9718, Island County, Washington",8.404726251,0.1563
Washington,53029971900,"Census Tract 9719, Island County, Washington",19.89853337,0.3686
Washington,53029972000,"Census Tract 9720, Island County, Washington",18.43535467,0.2699
Washington,53029972100,"Census Tract 9721, Island County, Washington",12.28420579,0.2299
Washington,53031950202,"Census Tract 9502.02, Jefferson County, Washington",97.04567206,0.5576
Washington,53031950301,"Census Tract 9503.01, Jefferson County, Washington",65.06489938,0.063
Washington,53031950302,"Census Tract 9503.02, Jefferson County, Washington",15.24243012,0.331
Washington,53031950400,"Census Tract 9504, Jefferson County, Washington",13.52683917,0.3418
Washington,53031950501,"Census Tract 9505.01, Jefferson County, Washington",51.42252267,0.5156
Washington,53031950502,"Census Tract 9505.02, Jefferson County, Washington",10.65223063,0.3416
Washington,53031950602,"Census Tract 9506.02, Jefferson County, Washington",4.333784911,0.4623
Washington,53031950603,"Census Tract 9506.03, Jefferson County, Washington",1.747107303,0.7251
Washington,53031950604,"Census Tract 9506.04, Jefferson County, Washington",2.114041655,0.2777
Washington,53031950702,"Census Tract 9507.02, Jefferson County, Washington",1542.577636,0.677
Washington,53033000101,"Census Tract 1.01, King County, Washington",0.160173642,0.6937
Washington,53033000102,"Census Tract 1.02, King County, Washington",0.577229826,0.6661
Washington,53033000201,"Census Tract 2.01, King County, Washington",0.697589402,0.6716
Washington,53033000202,"Census Tract 2.02, King County, Washington",0.571463779,0.4107
Washington,53033000300,"Census Tract 3, King County, Washington",0.467574541,0.3438
Washington,53033000402,"Census Tract 4.02, King County, Washington",0.69457356,0.6253
Washington,53033000403,"Census Tract 4.03, King County, Washington",0.258450501,0.6843
Washington,53033000404,"Census Tract 4.04, King County, Washington",0.231458883,0.6757
Washington,53033000500,"Census Tract 5, King County, Washington",1.119020894,0.0531
Washington,53033000601,"Census Tract 6.01, King County, Washington",0.552615437,0.5986
Washington,53033000602,"Census Tract 6.02, King County, Washington",0.909492991,0.656
Washington,53033000700,"Census Tract 7, King County, Washington",0.499785101,0.5869
Washington,53033000800,"Census Tract 8, King County, Washington",0.440901843,0.2086
Washington,53033000900,"Census Tract 9, King County, Washington",0.387975753,0.1779
Washington,53033001000,"Census Tract 10, King County, Washington",0.368419687,0.3285
Washington,53033001100,"Census Tract 11, King County, Washington",0.4095326,0.3176
Washington,53033001201,"Census Tract 12.01, King County, Washington",0.38928348,0.9484
Washington,53033001202,"Census Tract 12.02, King County, Washington",0.317154221,0.5614
Washington,53033001300,"Census Tract 13, King County, Washington",0.455938971,0.5432
Washington,53033001400,"Census Tract 14, King County, Washington",0.831187644,0.2275
Washington,53033001500,"Census Tract 15, King County, Washington",0.450855553,0.0399
Washington,53033001600,"Census Tract 16, King County, Washington",0.780064265,0.1148
Washington,53033001701,"Census Tract 17.01, King County, Washington",0.34469951,0.3209
Washington,53033001702,"Census Tract 17.02, King County, Washington",0.494295502,0.3855
Washington,53033001800,"Census Tract 18, King County, Washington",0.365285311,0.1336
Washington,53033001900,"Census Tract 19, King County, Washington",0.643737054,0.4242
Washington,53033002000,"Census Tract 20, King County, Washington",0.425991356,0.3181
Washington,53033002100,"Census Tract 21, King County, Washington",0.527209926,0.2123
Washington,53033002200,"Census Tract 22, King County, Washington",1.082659352,0.1402
Washington,53033002400,"Census Tract 24, King County, Washington",0.371633986,0.0656
Washington,53033002500,"Census Tract 25, King County, Washington",0.380053326,0.1173
Washington,53033002600,"Census Tract 26, King County, Washington",0.469742118,0.121
Washington,53033002700,"Census Tract 27, King County, Washington",0.611912596,0.0695
Washington,53033002800,"Census Tract 28, King County, Washington",0.381579587,0.0947
Washington,53033002900,"Census Tract 29, King County, Washington",0.380777267,0.0411
Washington,53033003000,"Census Tract 30, King County, Washington",0.576546425,0.1153
Washington,53033003100,"Census Tract 31, King County, Washington",0.863607085,0.1046
Washington,53033003201,"Census Tract 32.01, King County, Washington",0.444820006,0.1162
Washington,53033003202,"Census Tract 32.02, King County, Washington",0.36911969,0.0743
Washington,53033003301,"Census Tract 33.01, King County, Washington",0.258382161,0.1646
Washington,53033003302,"Census Tract 33.02, King County, Washington",0.242113367,0.0408
Washington,53033003400,"Census Tract 34, King County, Washington",0.303924436,0.1234
Washington,53033003500,"Census Tract 35, King County, Washington",0.496042614,0.2196
Washington,53033003601,"Census Tract 36.01, King County, Washington",0.260286416,0.4363
Washington,53033003602,"Census Tract 36.02, King County, Washington",0.201671113,0.2337
Washington,53033003800,"Census Tract 38, King County, Washington",0.241161626,0.056
Washington,53033003900,"Census Tract 39, King County, Washington",0.375989216,0.1513
Washington,53033004000,"Census Tract 40, King County, Washington",0.994052804,0.6068
Washington,53033004101,"Census Tract 41.01, King County, Washington",0.618524979,0.0062
Washington,53033004102,"Census Tract 41.02, King County, Washington",0.652477631,0.4827
Washington,53033004201,"Census Tract 42.01, King County, Washington",0.480354904,0.0509
Washington,53033004202,"Census Tract 42.02, King County, Washington",0.471421662,0.0932
Washington,53033004301,"Census Tract 43.01, King County, Washington",0.378084978,0.3518
Washington,53033004302,"Census Tract 43.02, King County, Washington",0.127852658,0.684
Washington,53033004401,"Census Tract 44.01, King County, Washington",0.268309616,0.4483
Washington,53033004402,"Census Tract 44.02, King County, Washington",0.113895457,0.4867
Washington,53033004500,"Census Tract 45, King County, Washington",0.259073284,0.1565
Washington,53033004600,"Census Tract 46, King County, Washington",0.599368529,0.0487
Washington,53033004701,"Census Tract 47.01, King County, Washington",0.22061598,0.6245
Washington,53033004702,"Census Tract 47.02, King County, Washington",0.102862978,0.3472
Washington,53033004703,"Census Tract 47.03, King County, Washington",0.458932806,0.0537
Washington,53033004800,"Census Tract 48, King County, Washington",0.493565384,0.0218
Washington,53033004901,"Census Tract 49.01, King County, Washington",0.191948293,0.1611
Washington,53033004902,"Census Tract 49.02, King County, Washington",0.2307361,0.0359
Washington,53033005000,"Census Tract 50, King County, Washington",0.292425933,0.1381
Washington,53033005100,"Census Tract 51, King County, Washington",0.340438103,0.2085
Washington,53033005201,"Census Tract 52.01, King County, Washington",0.270155956,0.4613
Washington,53033005202,"Census Tract 52.02, King County, Washington",0.103951786,0.4011
Washington,53033005303,"Census Tract 53.03, King County, Washington",0.939325548,0.7445
Washington,53033005304,"Census Tract 53.04, King County, Washington",0.028197029,0.6524
Washington,53033005305,"Census Tract 53.05, King County, Washington",0.082226985,0.5986
Washington,53033005306,"Census Tract 53.06, King County, Washington",0.077409204,0.6844
Washington,53033005307,"Census Tract 53.07, King County, Washington",0.050204843,0.4822
Washington,53033005401,"Census Tract 54.01, King County, Washington",0.29198539,0.1377
Washington,53033005402,"Census Tract 54.02, King County, Washington",0.179112718,0.0945
Washington,53033005600,"Census Tract 56, King County, Washington",1.167103334,0.1115
Washington,53033005700,"Census Tract 57, King County, Washington",1.963575775,0.1044
Washington,53033005801,"Census Tract 58.01, King County, Washington",0.703618771,0.1201
Washington,53033005803,"Census Tract 58.03, King County, Washington",0.321274316,0.3363
Washington,53033005804,"Census Tract 58.04, King County, Washington",0.901333111,0.5286
Washington,53033005901,"Census Tract 59.01, King County, Washington",0.300536005,0.2377
Washington,53033005902,"Census Tract 59.02, King County, Washington",0.39497308,0.2498
Washington,53033006000,"Census Tract 60, King County, Washington",0.517628805,0.1843
Washington,53033006100,"Census Tract 61, King County, Washington",0.462708884,0.1187
Washington,53033006200,"Census Tract 62, King County, Washington",0.941095053,0.1144
Washington,53033006300,"Census Tract 63, King County, Washington",1.007945912,0.3078
Washington,53033006400,"Census Tract 64, King County, Washington",0.348900686,0.2081
Washington,53033006500,"Census Tract 65, King County, Washington",0.443097991,0.1785
Washington,53033006600,"Census Tract 66, King County, Washington",0.428501019,0.2032
Washington,53033006701,"Census Tract 67.01, King County, Washington",0.146817602,0.1239
Washington,53033006702,"Census Tract 67.02, King County, Washington",0.117663812,0.2046
Washington,53033006703,"Census Tract 67.03, King County, Washington",0.230554246,0.0618
Washington,53033006800,"Census Tract 68, King County, Washington",0.277262163,0.0711
Washington,53033006900,"Census Tract 69, King County, Washington",0.349469028,0.1786
Washington,53033007001,"Census Tract 70.01, King County, Washington",0.138333011,0.6271
Washington,53033007002,"Census Tract 70.02, King County, Washington",0.17027909,0.3892
Washington,53033007101,"Census Tract 71.01, King County, Washington",0.19114134,0.1431
Washington,53033007102,"Census Tract 71.02, King County, Washington",0.129694751,0.1206
Washington,53033007201,"Census Tract 72.01, King County, Washington",0.05820256,0.3777
Washington,53033007202,"Census Tract 72.02, King County, Washington",0.10833443,0.3641
Washington,53033007203,"Census Tract 72.03, King County, Washington",0.223796688,0.253
Washington,53033007301,"Census Tract 73.01, King County, Washington",0.096829362,0.3985
Washington,53033007302,"Census Tract 73.02, King County, Washington",0.12084259,0.3886
Washington,53033007303,"Census Tract 73.03, King County, Washington",0.121053402,0.3916
Washington,53033007403,"Census Tract 74.03, King County, Washington",0.045775867,0.2318
Washington,53033007404,"Census Tract 74.04, King County, Washington",0.05935353,0.1158
Washington,53033007405,"Census Tract 74.05, King County, Washington",0.050899827,0.7051
Washington,53033007406,"Census Tract 74.06, King County, Washington",0.058235379,0.3417
Washington,53033007501,"Census Tract 75.01, King County, Washington",0.115167663,0.3653
Washington,53033007502,"Census Tract 75.02, King County, Washington",0.121981591,0.4217
Washington,53033007503,"Census Tract 75.03, King County, Washington",0.072409955,0.3
Washington,53033007600,"Census Tract 76, King County, Washington",0.220804784,0.4054
Washington,53033007700,"Census Tract 77, King County, Washington",0.408620241,0.1873
Washington,53033007800,"Census Tract 78, King County, Washington",0.809941609,0.0536
Washington,53033007901,"Census Tract 79.01, King County, Washington",0.103178424,0.4787
Washington,53033007902,"Census Tract 79.02, King County, Washington",0.166504171,0.4874
Washington,53033008002,"Census Tract 80.02, King County, Washington",0.090469104,0.4483
Washington,53033008003,"Census Tract 80.03, King County, Washington",0.076120782,0.5041
Washington,53033008004,"Census Tract 80.04, King County, Washington",0.109894668,0.0432
Washington,53033008101,"Census Tract 81.01, King County, Washington",0.104372637,0.6209
Washington,53033008102,"Census Tract 81.02, King County, Washington",0.214944914,0.8465
Washington,53033008200,"Census Tract 82, King County, Washington",0.14509134,0.2914
Washington,53033008300,"Census Tract 83, King County, Washington",0.091874901,0.6884
Washington,53033008401,"Census Tract 84.01, King County, Washington",0.0968811,0.4791
Washington,53033008402,"Census Tract 84.02, King County, Washington",0.056156991,0.2143
Washington,53033008500,"Census Tract 85, King County, Washington",0.174123508,0.6597
Washington,53033008600,"Census Tract 86, King County, Washington",0.274653658,0.6227
Washington,53033008700,"Census Tract 87, King County, Washington",0.282775313,0.5587
Washington,53033008800,"Census Tract 88, King County, Washington",0.366249021,0.3622
Washington,53033008900,"Census Tract 89, King County, Washington",0.490362281,0.2994
Washington,53033009000,"Census Tract 90, King County, Washington",0.330453891,0.9222
Washington,53033009100,"Census Tract 91, King County, Washington",0.158541589,0.9486
Washington,53033009200,"Census Tract 92, King County, Washington",0.130676608,0.892
Washington,53033009300,"Census Tract 93, King County, Washington",3.646389759,0.6199
Washington,53033009400,"Census Tract 94, King County, Washington",0.65108805,0.7581
Washington,53033009500,"Census Tract 95, King County, Washington",1.002983729,0.3796
Washington,53033009600,"Census Tract 96, King County, Washington",0.736266398,0.1767
Washington,53033009701,"Census Tract 97.01, King County, Washington",0.718674047,0.3429
Washington,53033009702,"Census Tract 97.02, King County, Washington",0.857316711,0.0732
Washington,53033009801,"Census Tract 98.01, King County, Washington",0.387919768,0.1152
Washington,53033009802,"Census Tract 98.02, King County, Washington",0.356109211,0.4092
Washington,53033009900,"Census Tract 99, King County, Washington",2.534825267,0.3875
Washington,53033010001,"Census Tract 100.01, King County, Washington",0.875353466,0.8999
Washington,53033010002,"Census Tract 100.02, King County, Washington",0.366054426,0.6857
Washington,53033010101,"Census Tract 101.01, King County, Washington",0.336534997,0.8684
Washington,53033010102,"Census Tract 101.02, King County, Washington",0.626730419,0.1899
Washington,53033010200,"Census Tract 102, King County, Washington",1.079360882,0.2075
Washington,53033010301,"Census Tract 103.01, King County, Washington",0.387128259,0.5945
Washington,53033010302,"Census Tract 103.02, King County, Washington",0.244080943,0.3859
Washington,53033010401,"Census Tract 104.01, King County, Washington",0.629297611,0.7827
Washington,53033010402,"Census Tract 104.02, King County, Washington",0.672925979,0.6043
Washington,53033010501,"Census Tract 105.01, King County, Washington",0.286493862,0.458
Washington,53033010502,"Census Tract 105.02, King County, Washington",0.376801575,0.061
Washington,53033010601,"Census Tract 106.01, King County, Washington",0.42055504,0.1267
Washington,53033010602,"Census Tract 106.02, King County, Washington",0.581107062,0.2239
Washington,53033010701,"Census Tract 107.01, King County, Washington",0.562698877,0.6789
Washington,53033010702,"Census Tract 107.02, King County, Washington",0.301203962,0.8491
Washington,53033010800,"Census Tract 108, King County, Washington",1.598664984,0.4013
Washington,53033010900,"Census Tract 109, King County, Washington",2.081005224,0.3595
Washington,53033011001,"Census Tract 110.01, King County, Washington",0.417141126,0.9088
Washington,53033011002,"Census Tract 110.02, King County, Washington",0.66392903,0.7737
Washington,53033011101,"Census Tract 111.01, King County, Washington",0.438940445,0.8349
Washington,53033011102,"Census Tract 111.02, King County, Washington",0.503178165,0.5789
Washington,53033011200,"Census Tract 112, King County, Washington",0.958992039,0.959
Washington,53033011300,"Census Tract 113, King County, Washington",1.320201657,0.7179
Washington,53033011401,"Census Tract 114.01, King County, Washington",0.476123612,0.647
Washington,53033011402,"Census Tract 114.02, King County, Washington",0.457990717,0.6964
Washington,53033011500,"Census Tract 115, King County, Washington",0.593968892,0.11
Washington,53033011601,"Census Tract 116.01, King County, Washington",0.600210231,0.0939
Washington,53033011602,"Census Tract 116.02, King County, Washington",0.604568164,0.0742
Washington,53033011700,"Census Tract 117, King County, Washington",1.3574605,0.7491
Washington,53033011801,"Census Tract 118.01, King County, Washington",0.448187974,0.7827
Washington,53033011802,"Census Tract 118.02, King County, Washington",0.440006086,0.9402
Washington,53033011901,"Census Tract 119.01, King County, Washington",0.649567966,0.6581
Washington,53033011902,"Census Tract 119.02, King County, Washington",0.610306026,0.5176
Washington,53033012000,"Census Tract 120, King County, Washington",0.554847107,0.0427
Washington,53033012100,"Census Tract 121, King County, Washington",0.671798947,0.1404
Washington,53033020100,"Census Tract 201, King County, Washington",0.681868101,0.1907
Washington,53033020200,"Census Tract 202, King County, Washington",1.000583333,0.5426
Washington,53033020301,"Census Tract 203.01, King County, Washington",0.487366902,0.7049
Washington,53033020302,"Census Tract 203.02, King County, Washington",0.499922939,0.5739
Washington,53033020401,"Census Tract 204.01, King County, Washington",0.893062806,0.5172
Washington,53033020402,"Census Tract 204.02, King County, Washington",1.077065892,0.367
Washington,53033020500,"Census Tract 205, King County, Washington",1.050985474,0.6256
Washington,53033020600,"Census Tract 206, King County, Washington",0.764801652,0.3956
Washington,53033020700,"Census Tract 207, King County, Washington",0.660693881,0.678
Washington,53033020800,"Census Tract 208, King County, Washington",1.273775981,0.4834
Washington,53033020900,"Census Tract 209, King County, Washington",1.753244394,0.4821
Washington,53033021000,"Census Tract 210, King County, Washington",1.015166019,0.543
Washington,53033021100,"Census Tract 211, King County, Washington",1.011478359,0.4363
Washington,53033021300,"Census Tract 213, King County, Washington",0.688809829,0.6222
Washington,53033021400,"Census Tract 214, King County, Washington",1.210947919,0.0546
Washington,53033021500,"Census Tract 215, King County, Washington",1.334990908,0.0433
Washington,53033021600,"Census Tract 216, King County, Washington",1.105534737,0.2989
Washington,53033021701,"Census Tract 217.01, King County, Washington",0.993497203,0.1309
Washington,53033021702,"Census Tract 217.02, King County, Washington",1.177135808,0.6873
Washington,53033021802,"Census Tract 218.02, King County, Washington",1.88909168,0.4437
Washington,53033021803,"Census Tract 218.03, King County, Washington",1.263760495,0.3266
Washington,53033021804,"Census Tract 218.04, King County, Washington",1.197072571,0.6413
Washington,53033021903,"Census Tract 219.03, King County, Washington",1.225946823,0.5848
Washington,53033021904,"Census Tract 219.04, King County, Washington",1.320200499,0.3668
Washington,53033021905,"Census Tract 219.05, King County, Washington",1.036074601,0.5746
Washington,53033021906,"Census Tract 219.06, King County, Washington",1.460929659,0.4814
Washington,53033022001,"Census Tract 220.01, King County, Washington",1.728787149,0.6493
Washington,53033022003,"Census Tract 220.03, King County, Washington",0.870538774,0.3649
Washington,53033022005,"Census Tract 220.05, King County, Washington",0.935003136,0.3886
Washington,53033022006,"Census Tract 220.06, King County, Washington",0.544380654,0.2328
Washington,53033022101,"Census Tract 221.01, King County, Washington",1.387572209,0.4175
Washington,53033022102,"Census Tract 221.02, King County, Washington",1.806953885,0.2491
Washington,53033022201,"Census Tract 222.01, King County, Washington",0.884318754,0.3122
Washington,53033022203,"Census Tract 222.03, King County, Washington",1.210054093,0.1697
Washington,53033022204,"Census Tract 222.04, King County, Washington",0.618962047,0.388
Washington,53033022205,"Census Tract 222.05, King County, Washington",0.390265338,0.2041
Washington,53033022300,"Census Tract 223, King County, Washington",1.958075752,0.1743
Washington,53033022401,"Census Tract 224.01, King County, Washington",0.92760658,0.1003
Washington,53033022402,"Census Tract 224.02, King County, Washington",0.8569503,0.3469
Washington,53033022501,"Census Tract 225.01, King County, Washington",0.954663064,0.1946
Washington,53033022502,"Census Tract 225.02, King County, Washington",0.488249917,0.1886
Washington,53033022603,"Census Tract 226.03, King County, Washington",1.115272615,0.2908
Washington,53033022604,"Census Tract 226.04, King County, Washington",1.139768857,0.1308
Washington,53033022605,"Census Tract 226.05, King County, Washington",1.824869018,0.3427
Washington,53033022606,"Census Tract 226.06, King County, Washington",1.06491642,0.2026
Washington,53033022701,"Census Tract 227.01, King County, Washington",0.620531551,0.1679
Washington,53033022702,"Census Tract 227.02, King County, Washington",0.948875009,0.0637
Washington,53033022703,"Census Tract 227.03, King County, Washington",1.617853867,0.285
Washington,53033022802,"Census Tract 228.02, King County, Washington",1.027327846,0.1668
Washington,53033022803,"Census Tract 228.03, King County, Washington",1.842741679,0.4394
Washington,53033022804,"Census Tract 228.04, King County, Washington",0.394479255,0.327
Washington,53033022805,"Census Tract 228.05, King County, Washington",1.48375794,0.1586
Washington,53033022901,"Census Tract 229.01, King County, Washington",0.573411277,0.2046
Washington,53033022902,"Census Tract 229.02, King County, Washington",1.365861308,0.1895
Washington,53033023000,"Census Tract 230, King County, Washington",1.285192245,0.3914
Washington,53033023100,"Census Tract 231, King County, Washington",0.976667403,0.2358
Washington,53033023201,"Census Tract 232.01, King County, Washington",0.605888247,0.6227
Washington,53033023202,"Census Tract 232.02, King County, Washington",0.575760322,0.8247
Washington,53033023300,"Census Tract 233, King County, Washington",1.385980311,0.5878
Washington,53033023401,"Census Tract 234.01, King County, Washington",1.431495559,0.5579
Washington,53033023403,"Census Tract 234.03, King County, Washington",1.29506024,0.2211
Washington,53033023404,"Census Tract 234.04, King County, Washington",0.710015323,0.0813
Washington,53033023500,"Census Tract 235, King County, Washington",0.943537149,0.224
Washington,53033023601,"Census Tract 236.01, King County, Washington",1.786517506,0.3562
Washington,53033023603,"Census Tract 236.03, King County, Washington",0.779074299,0.491
Washington,53033023604,"Census Tract 236.04, King County, Washington",1.121398896,0.7869
Washington,53033023701,"Census Tract 237.01, King County, Washington",1.618811014,0.0738
Washington,53033023702,"Census Tract 237.02, King County, Washington",1.350871284,0.2272
Washington,53033023801,"Census Tract 238.01, King County, Washington",1.39839156,0.4047
Washington,53033023805,"Census Tract 238.05, King County, Washington",0.127095126,0.1694
Washington,53033023806,"Census Tract 238.06, King County, Washington",0.090653275,0.3392
Washington,53033023807,"Census Tract 238.07, King County, Washington",0.342248921,0.295
Washington,53033023808,"Census Tract 238.08, King County, Washington",0.119294321,0.2307
Washington,53033023901,"Census Tract 239.01, King County, Washington",0.947247203,0.5396
Washington,53033023902,"Census Tract 239.02, King County, Washington",0.953768466,0.0139
Washington,53033024001,"Census Tract 240.01, King County, Washington",1.085452028,0.1006
Washington,53033024002,"Census Tract 240.02, King County, Washington",0.627282545,0.2513
Washington,53033024100,"Census Tract 241, King County, Washington",1.725536942,0.0796
Washington,53033024200,"Census Tract 242, King County, Washington",1.43038011,0.0651
Washington,53033024301,"Census Tract 243.01, King County, Washington",0.533373658,0.6599
Washington,53033024302,"Census Tract 243.02, King County, Washington",1.072808345,0.1477
Washington,53033024400,"Census Tract 244, King County, Washington",0.645127793,0.5289
Washington,53033024500,"Census Tract 245, King County, Washington",1.48207299,0.0724
Washington,53033024601,"Census Tract 246.01, King County, Washington",1.532155825,0.0352
Washington,53033024602,"Census Tract 246.02, King County, Washington",1.117095789,0.0784
Washington,53033024701,"Census Tract 247.01, King County, Washington",1.018161013,0.5579
Washington,53033024703,"Census Tract 247.03, King County, Washington",1.448236556,0.0999
Washington,53033024704,"Census Tract 247.04, King County, Washington",1.022961419,0.4479
Washington,53033024800,"Census Tract 248, King County, Washington",1.455794116,0.4999
Washington,53033024901,"Census Tract 249.01, King County, Washington",1.167896774,0.0842
Washington,53033024902,"Census Tract 249.02, King County, Washington",0.783783585,0.0986
Washington,53033024904,"Census Tract 249.04, King County, Washington",0.80444815,0.0385
Washington,53033024905,"Census Tract 249.05, King County, Washington",1.112001559,0.0776
Washington,53033025001,"Census Tract 250.01, King County, Washington",1.427333765,0.3311
Washington,53033025005,"Census Tract 250.05, King County, Washington",2.96712746,0.1739
Washington,53033025006,"Census Tract 250.06, King County, Washington",8.652460878,0.1486
Washington,53033025007,"Census Tract 250.07, King County, Washington",1.612692069,0.0523
Washington,53033025008,"Census Tract 250.08, King County, Washington",0.872796312,0.0882
Washington,53033025101,"Census Tract 251.01, King County, Washington",1.133408599,0.6796
Washington,53033025103,"Census Tract 251.03, King County, Washington",0.617445824,0.3433
Washington,53033025104,"Census Tract 251.04, King County, Washington",1.788808249,0.3644
Washington,53033025201,"Census Tract 252.01, King County, Washington",0.656263361,0.5936
Washington,53033025202,"Census Tract 252.02, King County, Washington",1.068470489,0.6916
Washington,53033025302,"Census Tract 253.02, King County, Washington",1.554071747,0.9071
Washington,53033025303,"Census Tract 253.03, King County, Washington",0.728968684,0.399
Washington,53033025304,"Census Tract 253.04, King County, Washington",0.716171719,0.2277
Washington,53033025401,"Census Tract 254.01, King County, Washington",0.462993441,0.7993
Washington,53033025402,"Census Tract 254.02, King County, Washington",0.425278612,0.6713
Washington,53033025500,"Census Tract 255, King County, Washington",0.589104393,0.8201
Washington,53033025601,"Census Tract 256.01, King County, Washington",1.084698743,0.7692
Washington,53033025602,"Census Tract 256.02, King County, Washington",2.034557925,0.2351
Washington,53033025702,"Census Tract 257.02, King County, Washington",1.074436924,0.3146
Washington,53033025703,"Census Tract 257.03, King County, Washington",0.364564844,0.5795
Washington,53033025704,"Census Tract 257.04, King County, Washington",1.128652594,0.6239
Washington,53033025803,"Census Tract 258.03, King County, Washington",0.518721473,0.8003
Washington,53033025804,"Census Tract 258.04, King County, Washington",0.913013083,0.3721
Washington,53033025805,"Census Tract 258.05, King County, Washington",0.937360289,0.603
Washington,53033025806,"Census Tract 258.06, King County, Washington",1.133847597,0.5242
Washington,53033026001,"Census Tract 260.01, King County, Washington",1.027109699,0.4581
Washington,53033026003,"Census Tract 260.03, King County, Washington",0.437560902,0.7978
Washington,53033026004,"Census Tract 260.04, King County, Washington",0.63110148,0.6055
Washington,53033026101,"Census Tract 261.01, King County, Washington",1.044904368,0.8128
Washington,53033026102,"Census Tract 261.02, King County, Washington",0.608749649,0.8442
Washington,53033026200,"Census Tract 262, King County, Washington",5.940938347,0.6053
Washington,53033026300,"Census Tract 263, King County, Washington",1.631274,0.7668
Washington,53033026400,"Census Tract 264, King County, Washington",1.824069401,0.8833
Washington,53033026500,"Census Tract 265, King County, Washington",0.789607162,0.9351
Washington,53033026600,"Census Tract 266, King County, Washington",0.448029672,0.4535
Washington,53033026700,"Census Tract 267, King County, Washington",1.191062121,0.8706
Washington,53033026801,"Census Tract 268.01, King County, Washington",0.595125654,0.9289
Washington,53033026802,"Census Tract 268.02, King County, Washington",0.786001741,0.8485
Washington,53033027000,"Census Tract 270, King County, Washington",0.764055703,0.6181
Washington,53033027100,"Census Tract 271, King County, Washington",0.604870868,0.9652
Washington,53033027200,"Census Tract 272, King County, Washington",1.253185547,0.93
Washington,53033027300,"Census Tract 273, King County, Washington",1.370523875,0.8976
Washington,53033027400,"Census Tract 274, King County, Washington",1.283964826,0.6355
Washington,53033027500,"Census Tract 275, King County, Washington",0.860824448,0.8077
Washington,53033027600,"Census Tract 276, King County, Washington",1.101983757,0.8375
Washington,53033027701,"Census Tract 277.01, King County, Washington",17.04922764,0.5668
Washington,53033027702,"Census Tract 277.02, King County, Washington",19.8853642,0.2768
Washington,53033027800,"Census Tract 278, King County, Washington",0.997171736,0.1325
Washington,53033027901,"Census Tract 279.01, King County, Washington",0.720703399,0.6147
Washington,53033027902,"Census Tract 279.02, King County, Washington",0.574891978,0.8671
Washington,53033028000,"Census Tract 280, King County, Washington",0.75328616,0.8642
Washington,53033028100,"Census Tract 281, King County, Washington",0.614065115,0.8947
Washington,53033028200,"Census Tract 282, King County, Washington",1.026503519,0.8318
Washington,53033028300,"Census Tract 283, King County, Washington",3.148078796,0.5808
Washington,53033028402,"Census Tract 284.02, King County, Washington",3.288897145,0.8976
Washington,53033028403,"Census Tract 284.03, King County, Washington",0.801482887,0.7875
Washington,53033028500,"Census Tract 285, King County, Washington",1.355138097,0.609
Washington,53033028600,"Census Tract 286, King County, Washington",2.462800256,0.3227
Washington,53033028700,"Census Tract 287, King County, Washington",1.032946017,0.3693
Washington,53033028801,"Census Tract 288.01, King County, Washington",2.016115377,0.7513
Washington,53033028802,"Census Tract 288.02, King County, Washington",0.925678773,0.9697
Washington,53033028901,"Census Tract 289.01, King County, Washington",0.886371273,0.5357
Washington,53033028902,"Census Tract 289.02, King County, Washington",0.797366267,0.8907
Washington,53033029001,"Census Tract 290.01, King County, Washington",0.990675956,0.7654
Washington,53033029003,"Census Tract 290.03, King County, Washington",0.991676346,0.8961
Washington,53033029004,"Census Tract 290.04, King County, Washington",0.705702564,0.9873
Washington,53033029101,"Census Tract 291.01, King County, Washington",1.300777252,0.7129
Washington,53033029102,"Census Tract 291.02, King County, Washington",0.99117673,0.7667
Washington,53033029203,"Census Tract 292.03, King County, Washington",0.775690501,0.7743
Washington,53033029205,"Census Tract 292.05, King County, Washington",0.721534676,0.6505
Washington,53033029206,"Census Tract 292.06, King County, Washington",6.664112798,0.9951
Washington,53033029207,"Census Tract 292.07, King County, Washington",0.870911749,0.3945
Washington,53033029208,"Census Tract 292.08, King County, Washington",0.763950684,0.8103
Washington,53033029304,"Census Tract 293.04, King County, Washington",1.607009806,0.3362
Washington,53033029305,"Census Tract 293.05, King County, Washington",1.118626297,0.4813
Washington,53033029306,"Census Tract 293.06, King County, Washington",0.916168308,0.4813
Washington,53033029307,"Census Tract 293.07, King County, Washington",1.479133982,0.4515
Washington,53033029308,"Census Tract 293.08, King County, Washington",0.520406808,0.2474
Washington,53033029309,"Census Tract 293.09, King County, Washington",0.873236469,0.7702
Washington,53033029403,"Census Tract 294.03, King County, Washington",0.929493847,0.7201
Washington,53033029405,"Census Tract 294.05, King County, Washington",0.962219466,0.2785
Washington,53033029406,"Census Tract 294.06, King County, Washington",1.011869481,0.3249
Washington,53033029407,"Census Tract 294.07, King County, Washington",0.515331112,0.9246
Washington,53033029408,"Census Tract 294.08, King County, Washington",0.488030997,0.8572
Washington,53033029504,"Census Tract 295.04, King County, Washington",0.727191071,0.8456
Washington,53033029505,"Census Tract 295.05, King County, Washington",0.543701114,0.8107
Washington,53033029506,"Census Tract 295.06, King County, Washington",0.368247485,0.8115
